time_s,mean_moisture,cumulative_loss,residual
1553.0,2.323302963100715,0.22669703689928397,-8.881784197001252e-16
1554.0,2.3231802069895595,0.22681979301044064,4.440892098500626e-16
1555.0,2.323057470494167,0.22694252950583324,4.440892098500626e-16
1556.0,2.322934753605173,0.22706524639482611,-8.881784197001252e-16
1557.0,2.3228120563132246,0.22718794368677458,-4.440892098500626e-16
1558.0,2.3226893786089744,0.22731062139102462,-8.881784197001252e-16
1559.0,2.3225667204830867,0.22743327951691317,0.0
1560.0,2.322444081927565,0.22755591807243528,4.440892098500626e-16
1561.0,2.3223214629497924,0.2276785370502073,0.0
1562.0,2.3221988635613124,0.22780113643868835,8.881784197001252e-16
1563.0,2.3220762837551496,0.22792371624485025,0.0
1564.0,2.3219537235195653,0.2280462764804351,4.440892098500626e-16
1565.0,2.321831182844724,0.22816881715527748,1.3322676295501878e-15
1566.0,2.3217086617216847,0.22829133827831546,4.440892098500626e-16
1567.0,2.3215861601413246,0.2284138398586753,0.0
1568.0,2.321463678094213,0.22853632190578746,4.440892098500626e-16
1569.0,2.321341215571048,0.22865878442895046,-1.3322676295501878e-15
1570.0,2.321218772562512,0.22878122743748672,-8.881784197001252e-16
1571.0,2.3210963490592404,0.2289036509407577,-1.7763568394002505e-15
1572.0,2.320973945051939,0.2290260549480606,-4.440892098500626e-16
1573.0,2.320851560531303,0.22914843946869606,-8.881784197001252e-16
1574.0,2.3207291954880325,0.22927080451196644,-8.881784197001252e-16
1575.0,2.3206068499128962,0.2293931500871037,0.0
1576.0,2.3204845237966034,0.22951547620339605,-4.440892098500626e-16
1577.0,2.3203622171299907,0.22963778287000833,-8.881784197001252e-16
1578.0,2.320239929903757,0.2297600700962419,-8.881784197001252e-16
1579.0,2.32011766210865,0.22988233789134954,-4.440892098500626e-16
1580.0,2.319995413735576,0.230004586264424,0.0
1581.0,2.3198731847752496,0.23012681522474923,-8.881784197001252e-16
1582.0,2.3197509752184535,0.23024902478154785,1.7763568394002505e-15
1583.0,2.3196287850561057,0.2303712149438933,-8.881784197001252e-16
1584.0,2.319506614278993,0.23049338572100728,4.440892098500626e-16
1585.0,2.31938446287791,0.23061553712208874,-8.881784197001252e-16
1586.0,2.3192623308437676,0.2307376691562314,-8.881784197001252e-16
1587.0,2.319140218167435,0.23085978183256425,-4.440892098500626e-16
1588.0,2.3190181248397703,0.23098187516022853,-8.881784197001252e-16
1589.0,2.3188960508516523,0.23110394914834761,0.0
1590.0,2.31877399619397,0.23122600380603048,8.881784197001252e-16
1591.0,2.318651960857629,0.23134803914237032,-4.440892098500626e-16
1592.0,2.3185299448335455,0.23147005516645372,-4.440892098500626e-16
1593.0,2.3184079481126423,0.23159205188735704,-4.440892098500626e-16
1594.0,2.3182859706858476,0.23171402931415144,-8.881784197001252e-16
1595.0,2.318164012544107,0.23183598745589237,-4.440892098500626e-16
1596.0,2.318042073678374,0.23195792632162668,4.440892098500626e-16
1597.0,2.3179201540796077,0.23207984592039146,-4.440892098500626e-16
1598.0,2.317798253738784,0.23220174626121587,0.0
1599.0,2.317676372646872,0.232323627353128,4.440892098500626e-16
1600.0,2.317554510794868,0.2324454892051324,4.440892098500626e-16
1601.0,2.3174326681737702,0.23256733182622918,-4.440892098500626e-16
1602.0,2.3173108447745903,0.23268915522540892,-4.440892098500626e-16
1603.0,2.3171890405883424,0.23281095941165694,-4.440892098500626e-16
1604.0,2.3170672556060485,0.23293274439395067,-4.440892098500626e-16
1605.0,2.3169454898187483,0.23305451018125065,-8.881784197001252e-16
1606.0,2.3168237432174887,0.23317625678251147,4.440892098500626e-16
1607.0,2.3167020157933207,0.23329798420667844,-8.881784197001252e-16
1608.0,2.316580307537308,0.23341969246269137,-4.440892098500626e-16
1609.0,2.3164586184405223,0.23354138155947762,0.0
1610.0,2.316336948494045,0.2336630515059548,0.0
1611.0,2.3162152976889683,0.2337847023110321,4.440892098500626e-16
1612.0,2.3160936660163904,0.23390633398360966,4.440892098500626e-16
1613.0,2.315972053467418,0.23402794653258135,-4.440892098500626e-16
1614.0,2.3158504600331717,0.23414953996682789,0.0
1615.0,2.3157288857047775,0.2342711142952223,0.0
1616.0,2.315607330473371,0.23439266952662854,-4.440892098500626e-16
1617.0,2.3154857943300984,0.2345142056699014,0.0
1618.0,2.3153642772661116,0.23463572273388877,4.440892098500626e-16
1619.0,2.315242779272573,0.2347572207274275,8.881784197001252e-16
1620.0,2.3151213003405524,0.23487869965944763,0.0
1621.0,2.3149998404491843,0.23500015955081674,1.3322676295501878e-15
1622.0,2.3148783995762248,0.2351216004237743,-8.881784197001252e-16
1623.0,2.3147569777099,0.2352430222900985,-1.3322676295501878e-15
1624.0,2.314635574843841,0.23536442515615807,-8.881784197001252e-16
1625.0,2.3145141909701192,0.2354858090298805,0.0
1626.0,2.3143928260797186,0.23560717392028144,4.440892098500626e-16
1627.0,2.314271480163653,0.23572851983634666,0.0
1628.0,2.314150153213147,0.2358498467868519,-8.881784197001252e-16
1629.0,2.3140288452195388,0.2359711547804606,-4.440892098500626e-16
1630.0,2.3139075561742146,0.23609244382578495,-4.440892098500626e-16
1631.0,2.3137862860684724,0.23621371393152799,4.440892098500626e-16
1632.0,2.3136650348936563,0.23633496510634366,0.0
1633.0,2.313543802641122,0.23645619735887746,0.0
1634.0,2.313422589302202,0.2365774106977977,-4.440892098500626e-16
1635.0,2.313301394868267,0.23669860513173288,0.0
1636.0,2.3131802193306554,0.23681978066934356,-8.881784197001252e-16
1637.0,2.313059062680742,0.23694093731925742,-4.440892098500626e-16
1638.0,2.3129379249099005,0.2370620750900984,-8.881784197001252e-16
1639.0,2.3128168060094985,0.23718319399050258,1.3322676295501878e-15
1640.0,2.3126957059709863,0.2373042940290138,4.440892098500626e-16
1641.0,2.312574624785701,0.2374253752142991,4.440892098500626e-16
1642.0,2.312453562445018,0.23754643755498117,-4.440892098500626e-16
1643.0,2.3123325189403525,0.23766748105964633,-8.881784197001252e-16
1644.0,2.3122114942632197,0.23778850573678167,1.7763568394002505e-15
1645.0,2.312090488404947,0.2379095115950526,0.0
1646.0,2.311969501356943,0.2380304986430566,0.0
1647.0,2.3118485331106773,0.2381514668893229,4.440892098500626e-16
1648.0,2.3117275836576803,0.23827241634231888,-8.881784197001252e-16
1649.0,2.3116066529893176,0.23839334701068254,4.440892098500626e-16
1650.0,2.311485741097019,0.2385142589029814,8.881784197001252e-16
1651.0,2.311364847972293,0.23863515202770624,-4.440892098500626e-16
1652.0,2.3112439736066754,0.238756026393323,-1.3322676295501878e-15
1653.0,2.311123117991611,0.238876882008388,-8.881784197001252e-16
1654.0,2.3110022811185935,0.23899771888140647,0.0
