time_s,mean_moisture,cumulative_loss_trapezoid,B_trapezoid_signed,B_trapezoid_abs,q2_mass_balance_residual,cumulative_loss_gl4,B_gl4_signed,B_gl4_abs,cumulative_loss_gl8,B_gl8_signed,B_gl8_abs,cumulative_loss_gl16,B_gl16_signed,B_gl16_abs,cumulative_loss_gl32,B_gl32_signed,B_gl32_abs
55,2.5395030961115173,2.099479154587867e-06,4.918844531687228e-07,4.918844531687228e-07,4.918844531687228e-07,2.0993807768339547e-06,-4.313438495273658e-12,4.313438495273658e-12,2.0993807768339547e-06,-4.313438495273658e-12,4.313438495273658e-12,2.0993807768339547e-06,-4.313438495273658e-12,4.313438495273658e-12,2.0993807768339547e-06,-4.313438495273658e-12,4.313438495273658e-12
56,2.5393178833889,2.1365217235805766e-06,4.920067997460364e-07,4.920067997460364e-07,4.920067997460364e-07,2.1364233213421935e-06,-4.389377750158019e-12,4.389377750158019e-12,2.1364233213421935e-06,-4.389377750158019e-12,4.389377750158019e-12,2.1364233213421935e-06,-4.389377750158019e-12,4.389377750158019e-12,2.1364233213421935e-06,-4.389377750158019e-12,4.389377750158019e-12
57,2.5391328170097736,2.173535023233104e-06,4.921259351142737e-07,4.921259351142737e-07,4.921259351142737e-07,2.1734365971572067e-06,-4.440892098500626e-12,4.440892098500626e-12,2.1734365971572067e-06,-4.440892098500626e-12,4.440892098500626e-12,2.1734365971572067e-06,-4.440892098500626e-12,4.440892098500626e-12,2.1734365971572067e-06,-4.440892098500626e-12,4.440892098500626e-12
58,2.5389478955436937,2.21051933965648e-06,4.922419742925399e-07,4.922419742925399e-07,4.922419742925399e-07,2.2104208903621026e-06,-4.495959160522034e-12,4.495959160522034e-12,2.2104208903621026e-06,-4.495959160522034e-12,4.495959160522034e-12,2.2104208903621026e-06,-4.495959160522034e-12,4.495959160522034e-12,2.2104208903621026e-06,-4.495959160522034e-12,4.495959160522034e-12
59,2.538763117597393,2.2474749515323894e-06,4.923550518398656e-07,4.923550518398656e-07,4.923550518398656e-07,2.2473764796117147e-06,-4.548805776494191e-12,4.548805776494191e-12,2.2473764796117147e-06,-4.548805776494191e-12,4.548805776494191e-12,2.2473764796117147e-06,-4.548805776494191e-12,4.548805776494191e-12,2.2473764796117147e-06,-4.548805776494191e-12,4.548805776494191e-12
60,2.538578481813201,2.284402130428451e-06,4.924653413951319e-07,4.924653413951319e-07,4.924653413951319e-07,2.284303636449543e-06,-4.551470311753292e-12,4.551470311753292e-12,2.284303636449543e-06,-4.551470311753292e-12,4.551470311753292e-12,2.284303636449543e-06,-4.551470311753292e-12,4.551470311753292e-12,2.284303636449543e-06,-4.551470311753292e-12,4.551470311753292e-12
61,2.538393986946382,2.32130112537811e-06,4.925732706162478e-07,4.925732706162478e-07,4.925732706162478e-07,2.321202609808927e-06,-4.573674772245795e-12,4.573674772245795e-12,2.321202609808927e-06,-4.573674772245795e-12,4.573674772245795e-12,2.321202609808927e-06,-4.573674772245795e-12,4.573674772245795e-12,2.321202609808927e-06,-4.573674772245795e-12,4.573674772245795e-12
62,2.538209631782125,2.358172179280456e-06,4.926785246439636e-07,4.926785246439636e-07,4.926785246439636e-07,2.3580736426585798e-06,-4.582556556442796e-12,4.582556556442796e-12,2.3580736426585798e-06,-4.582556556442796e-12,4.582556556442796e-12,2.3580736426585798e-06,-4.582556556442796e-12,4.582556556442796e-12,2.3580736426585798e-06,-4.582556556442796e-12,4.582556556442796e-12
63,2.5380254150570676,2.3950155448334038e-06,4.9278123226415e-07,4.9278123226415e-07,4.9278123226415e-07,2.394916987665082e-06,-4.6074255521944e-12,4.6074255521944e-12,2.394916987665082e-06,-4.6074255521944e-12,4.6074255521944e-12,2.394916987665082e-06,-4.6074255521944e-12,4.6074255521944e-12,2.394916987665082e-06,-4.6074255521944e-12,4.6074255521944e-12
64,2.53784133553832,2.4318314686424584e-06,4.928815307003731e-07,4.928815307003731e-07,4.928815307003731e-07,2.431732891412363e-06,-4.618527782440651e-12,4.618527782440651e-12,2.431732891412363e-06,-4.618527782440651e-12,4.618527782440651e-12,2.431732891412363e-06,-4.618527782440651e-12,4.618527782440651e-12,2.431732891412363e-06,-4.618527782440651e-12,4.618527782440651e-12
65,2.537657392022058,2.4686201914921927e-06,4.929795167640805e-07,4.929795167640805e-07,4.929795167640805e-07,2.4685215946654616e-06,-4.614975068761851e-12,4.614975068761851e-12,2.4685215946654616e-06,-4.614975068761851e-12,4.614975068761851e-12,2.4685215946654616e-06,-4.614975068761851e-12,4.614975068761851e-12,2.4685215946654616e-06,-4.614975068761851e-12,4.614975068761851e-12
66,2.5374735833323605,2.5053819485816697e-06,4.930752659504378e-07,4.930752659504378e-07,4.930752659504378e-07,2.505283332605505e-06,-4.61231053350275e-12,4.61231053350275e-12,2.505283332605505e-06,-4.61231053350275e-12,4.61231053350275e-12,2.505283332605505e-06,-4.61231053350275e-12,4.61231053350275e-12,2.505283332605505e-06,-4.61231053350275e-12,4.61231053350275e-12
67,2.5372899083201683,2.542116969741515e-06,4.931688732945361e-07,4.931688732945361e-07,4.931688732945361e-07,2.542018335046128e-06,-4.601208303256499e-12,4.601208303256499e-12,2.542018335046128e-06,-4.601208303256499e-12,4.601208303256499e-12,2.542018335046128e-06,-4.601208303256499e-12,4.601208303256499e-12,2.542018335046128e-06,-4.601208303256499e-12,4.601208303256499e-12
68,2.537106365862226,2.578825479637894e-06,4.932604142915409e-07,4.932604142915409e-07,4.932604142915409e-07,2.578726826637421e-06,-4.587441537751147e-12,4.587441537751147e-12,2.578726826637421e-06,-4.587441537751147e-12,4.587441537751147e-12,2.578726826637421e-06,-4.587441537751147e-12,4.587441537751147e-12,2.578726826637421e-06,-4.587441537751147e-12,4.587441537751147e-12
69,2.5369229548601284,2.615507697965512e-06,4.933499520021201e-07,4.933499520021201e-07,4.933499520021201e-07,2.6154090270589008e-06,-4.577227485924595e-12,4.577227485924595e-12,2.6154090270589008e-06,-4.577227485924595e-12,4.577227485924595e-12,2.6154090270589008e-06,-4.577227485924595e-12,4.577227485924595e-12,2.6154090270589008e-06,-4.577227485924595e-12,4.577227485924595e-12
70,2.5367396742394295,2.652163839629544e-06,4.934375770204724e-07,4.934375770204724e-07,4.934375770204724e-07,2.6520651512014315e-06,-4.5634607204192434e-12,4.5634607204192434e-12,2.6520651512014315e-06,-4.5634607204192434e-12,4.5634607204192434e-12,2.6520651512014315e-06,-4.5634607204192434e-12,4.5634607204192434e-12,2.6520651512014315e-06,-4.5634607204192434e-12,4.5634607204192434e-12
71,2.5365565229487714,2.6887941149180812e-06,4.935233595126931e-07,4.935233595126931e-07,4.935233595126931e-07,2.6886954093392866e-06,-4.532374475729739e-12,4.532374475729739e-12,2.6886954093392866e-06,-4.532374475729739e-12,4.532374475729739e-12,2.6886954093392866e-06,-4.532374475729739e-12,4.532374475729739e-12,2.6886954093392866e-06,-4.532374475729739e-12,4.532374475729739e-12
72,2.536373499959033,2.725398729666517e-06,4.936073629835391e-07,4.936073629835391e-07,4.936073629835391e-07,2.7253000072948476e-06,-4.4928505360530835e-12,4.4928505360530835e-12,2.7253000072948476e-06,-4.4928505360530835e-12,4.4928505360530835e-12,2.7253000072948476e-06,-4.4928505360530835e-12,4.4928505360530835e-12,2.7253000072948476e-06,-4.4928505360530835e-12,4.4928505360530835e-12
73,2.536190604262576,2.7619778854137147e-06,4.936896411678049e-07,4.936896411678049e-07,4.936896411678049e-07,2.761879146594827e-06,-4.4502179719074775e-12,4.4502179719074775e-12,2.761879146594827e-06,-4.4502179719074775e-12,4.4502179719074775e-12,2.761879146594827e-06,-4.4502179719074775e-12,4.4502179719074775e-12,2.761879146594827e-06,-4.4502179719074775e-12,4.4502179719074775e-12
74,2.536007834872492,2.7985317795503022e-06,4.937702411389466e-07,4.937702411389466e-07,4.937702411389466e-07,2.798433024618209e-06,-4.416911281168723e-12,4.416911281168723e-12,2.798433024618209e-06,-4.416911281168723e-12,4.416911281168723e-12,2.798433024618209e-06,-4.416911281168723e-12,4.416911281168723e-12,2.798433024618209e-06,-4.416911281168723e-12,4.416911281168723e-12
75,2.5358251908219276,2.8350606054595995e-06,4.938492228490077e-07,4.938492228490077e-07,4.938492228490077e-07,2.8349618347370332e-06,-4.387601393318619e-12,4.387601393318619e-12,2.8349618347370332e-06,-4.387601393318619e-12,4.387601393318619e-12,2.8349618347370332e-06,-4.387601393318619e-12,4.387601393318619e-12,2.8349618347370332e-06,-4.387601393318619e-12,4.387601393318619e-12
76,2.5356426711634326,2.87156455265111e-06,4.939266844417034e-07,4.939266844417034e-07,4.939266844417034e-07,2.871465766450309e-06,-4.3161030305327586e-12,4.3161030305327586e-12,2.871465766450309e-06,-4.3161030305327586e-12,4.3161030305327586e-12,2.871465766450309e-06,-4.3161030305327586e-12,4.3161030305327586e-12,2.871465766450309e-06,-4.3161030305327586e-12,4.3161030305327586e-12
77,2.535460274968198,2.908043806889418e-06,4.940026436806022e-07,4.940026436806022e-07,4.940026436806022e-07,2.9079450055118987e-06,-4.242828310907498e-12,4.242828310907498e-12,2.9079450055118987e-06,-4.242828310907498e-12,4.242828310907498e-12,2.9079450055118987e-06,-4.242828310907498e-12,4.242828310907498e-12,2.9079450055118987e-06,-4.242828310907498e-12,4.242828310907498e-12
78,2.535278001325596,2.944498550316754e-06,4.940771791694942e-07,4.940771791694942e-07,4.940771791694942e-07,2.944399734054192e-06,-4.133138276074533e-12,4.133138276074533e-12,2.944399734054192e-06,-4.133138276074533e-12,4.133138276074533e-12,2.944399734054192e-06,-4.133138276074533e-12,4.133138276074533e-12,2.944399734054192e-06,-4.133138276074533e-12,4.133138276074533e-12
79,2.5350958493424423,2.980928961569867e-06,4.941502882438442e-07,4.941502882438442e-07,4.941502882438442e-07,2.9808301307056675e-06,-4.029665490179468e-12,4.029665490179468e-12,2.9808301307056675e-06,-4.029665490179468e-12,4.029665490179468e-12,2.9808301307056675e-06,-4.029665490179468e-12,4.029665490179468e-12,2.9808301307056675e-06,-4.029665490179468e-12,4.029665490179468e-12
80,2.534913818142531,3.0173352158925125e-06,4.942219908876666e-07,4.942219908876666e-07,4.942219908876666e-07,3.0172363707003354e-06,-3.9674930008004594e-12,3.9674930008004594e-12,3.0172363707003354e-06,-3.9674930008004594e-12,3.9674930008004594e-12,3.0172363707003354e-06,-3.9674930008004594e-12,3.9674930008004594e-12,3.0172363707003354e-06,-3.9674930008004594e-12,3.9674930008004594e-12
81,2.5347319068661736,3.053717485240614e-06,4.942923728101789e-07,4.942923728101789e-07,4.942923728101789e-07,3.0536186259854466e-06,-3.8995473516934e-12,3.8995473516934e-12,3.0536186259854466e-06,-3.8995473516934e-12,3.8995473516934e-12,3.0536186259854466e-06,-3.8995473516934e-12,3.8995473516934e-12,3.0536186259854466e-06,-3.8995473516934e-12,3.8995473516934e-12
82,2.534550114669534,3.0900759383841346e-06,4.943614526631279e-07,4.943614526631279e-07,4.943614526631279e-07,3.0899770653237256e-06,-3.8475889141409425e-12,3.8475889141409425e-12,3.0899770653237256e-06,-3.8475889141409425e-12,3.8475889141409425e-12,3.0899770653237256e-06,-3.8475889141409425e-12,3.8475889141409425e-12,3.0899770653237256e-06,-3.8475889141409425e-12,3.8475889141409425e-12
83,2.5343684407242684,3.1264107410049955e-06,4.94429292619003e-07,4.94429292619003e-07,4.94429292619003e-07,3.126311854388614e-06,-3.788969138440734e-12,3.788969138440734e-12,3.126311854388614e-06,-3.788969138440734e-12,3.788969138440734e-12,3.126311854388614e-06,-3.788969138440734e-12,3.788969138440734e-12,3.126311854388614e-06,-3.788969138440734e-12,3.788969138440734e-12
84,2.534186884216934,3.162722055790724e-06,4.944958842401093e-07,4.944958842401093e-07,4.944958842401093e-07,3.162623155860408e-06,-3.764100142689131e-12,3.764100142689131e-12,3.162623155860408e-06,-3.764100142689131e-12,3.764100142689131e-12,3.162623155860408e-06,-3.764100142689131e-12,3.764100142689131e-12,3.162623155860408e-06,-3.764100142689131e-12,3.764100142689131e-12
85,2.5340054443486566,3.1990100425243316e-06,4.945612763762597e-07,4.945612763762597e-07,4.945612763762597e-07,3.1989111295149567e-06,-3.7689851239974814e-12,3.7689851239974814e-12,3.1989111295149567e-06,-3.7689851239974814e-12,3.7689851239974814e-12,3.1989111295149567e-06,-3.7689851239974814e-12,3.7689851239974814e-12,3.1989111295149567e-06,-3.7689851239974814e-12,3.7689851239974814e-12
86,2.5338241203346685,3.2352748581693353e-06,4.946255138804645e-07,4.946255138804645e-07,4.946255138804645e-07,3.235175932309022e-06,-3.786748692391484e-12,3.786748692391484e-12,3.235175932309022e-06,-3.786748692391484e-12,3.786748692391484e-12,3.235175932309022e-06,-3.786748692391484e-12,3.786748692391484e-12,3.235175932309022e-06,-3.786748692391484e-12,3.786748692391484e-12
87,2.5336429114038737,3.271516656952107e-06,4.946886313916821e-07,4.946886313916821e-07,4.946886313916821e-07,3.2714177184622096e-06,-3.815614491031738e-12,3.815614491031738e-12,3.2714177184622096e-06,-3.815614491031738e-12,3.815614491031738e-12,3.2714177184622096e-06,-3.815614491031738e-12,3.815614491031738e-12,3.2714177184622096e-06,-3.815614491031738e-12,3.815614491031738e-12
88,2.5334618167984804,3.307735590440833e-06,4.947506817565284e-07,4.947506817565284e-07,4.947506817565284e-07,3.307636639536613e-06,-3.836930773104541e-12,3.836930773104541e-12,3.307636639536613e-06,-3.836930773104541e-12,3.836930773104541e-12,3.307636639536613e-06,-3.836930773104541e-12,3.836930773104541e-12,3.307636639536613e-06,-3.836930773104541e-12,3.836930773104541e-12
89,2.533280835773578,3.3439318076215313e-06,4.948116822944826e-07,4.948116822944826e-07,4.948116822944826e-07,3.3438328445119935e-06,-3.8622438580659946e-12,3.8622438580659946e-12,3.3438328445119935e-06,-3.8622438580659946e-12,3.8622438580659946e-12,3.3438328445119935e-06,-3.8622438580659946e-12,3.8622438580659946e-12,3.3438328445119935e-06,-3.8622438580659946e-12,3.8622438580659946e-12
90,2.533099967596829,3.38010545497094e-06,4.948716796349117e-07,4.948716796349117e-07,4.948716796349117e-07,3.380006479859309e-06,-3.874678355941796e-12,3.874678355941796e-12,3.380006479859309e-06,-3.874678355941796e-12,3.874678355941796e-12,3.380006479859309e-06,-3.874678355941796e-12,3.874678355941796e-12,3.380006479859309e-06,-3.874678355941796e-12,3.874678355941796e-12
91,2.53291921154806,3.4162566765265307e-06,4.949306906532058e-07,4.949306906532058e-07,4.949306906532058e-07,3.4161576896104246e-06,-3.888001032237298e-12,3.888001032237298e-12,3.4161576896104246e-06,-3.888001032237298e-12,3.888001032237298e-12,3.4161576896104246e-06,-3.888001032237298e-12,3.888001032237298e-12,3.4161576896104246e-06,-3.888001032237298e-12,3.888001032237298e-12
92,2.532738566918976,3.452385613953956e-06,4.949887419947174e-07,4.949887419947174e-07,4.949887419947174e-07,3.4522866154255763e-06,-3.896438727224449e-12,3.896438727224449e-12,3.4522866154255763e-06,-3.896438727224449e-12,3.896438727224449e-12,3.4522866154255763e-06,-3.896438727224449e-12,3.896438727224449e-12,3.4522866154255763e-06,-3.896438727224449e-12,3.896438727224449e-12
93,2.532558033012802,3.4884924066116716e-06,4.950458580843531e-07,4.950458580843531e-07,4.950458580843531e-07,3.4883933966580947e-06,-3.907540957470701e-12,3.907540957470701e-12,3.4883933966580947e-06,-3.907540957470701e-12,3.907540957470701e-12,3.4883933966580947e-06,-3.907540957470701e-12,3.907540957470701e-12,3.4883933966580947e-06,-3.907540957470701e-12,3.907540957470701e-12
94,2.5323776091439854,3.5245771916133946e-06,4.951020491361646e-07,4.951020491361646e-07,4.951020491361646e-07,3.5244781704165493e-06,-3.931965864012454e-12,3.931965864012454e-12,3.5244781704165493e-06,-3.931965864012454e-12,3.931965864012454e-12,3.5244781704165493e-06,-3.931965864012454e-12,3.931965864012454e-12,3.5244781704165493e-06,-3.931965864012454e-12,3.931965864012454e-12
95,2.532197294637898,3.560640103888016e-06,4.951573364664341e-07,4.951573364664341e-07,4.951573364664341e-07,3.5605410716252645e-06,-3.975930695787611e-12,3.975930695787611e-12,3.5605410716252645e-06,-3.975930695787611e-12,3.975930695787611e-12,3.5605410716252645e-06,-3.975930695787611e-12,3.975930695787611e-12,3.5605410716252645e-06,-3.975930695787611e-12,3.975930695787611e-12
96,2.5320170888305906,3.5966812762366674e-06,4.952117720335991e-07,4.952117720335991e-07,4.952117720335991e-07,3.596582233080629e-06,-4.006572851267265e-12,4.006572851267265e-12,3.596582233080629e-06,-4.006572851267265e-12,4.006572851267265e-12,3.596582233080629e-06,-4.006572851267265e-12,4.006572851267265e-12,3.596582233080629e-06,-4.006572851267265e-12,4.006572851267265e-12
97,2.5318369910683804,3.6327008393890458e-06,4.952653225309689e-07,4.952653225309689e-07,4.952653225309689e-07,3.6326017855078528e-06,-4.080735749312225e-12,4.080735749312225e-12,3.6326017855078528e-06,-4.080735749312225e-12,4.080735749312225e-12,3.6326017855078528e-06,-4.080735749312225e-12,4.080735749312225e-12,3.6326017855078528e-06,-4.080735749312225e-12,4.080735749312225e-12
98,2.531657000707789,3.668698922056666e-06,4.953180687827796e-07,4.953180687827796e-07,4.953180687827796e-07,3.6685998576142854e-06,-4.139799614222284e-12,4.139799614222284e-12,3.6685998576142854e-06,-4.139799614222284e-12,4.139799614222284e-12,3.6685998576142854e-06,-4.139799614222284e-12,4.139799614222284e-12,3.6685998576142854e-06,-4.139799614222284e-12,4.139799614222284e-12
99,2.531477117115103,3.7046756509838375e-06,4.953700187826371e-07,4.953700187826371e-07,4.953700187826371e-07,3.7045765761396764e-06,-4.198863479132342e-12,4.198863479132342e-12,3.7045765761396764e-06,-4.198863479132342e-12,4.198863479132342e-12,3.7045765761396764e-06,-4.198863479132342e-12,4.198863479132342e-12,3.7045765761396764e-06,-4.198863479132342e-12,4.198863479132342e-12
100,2.5312973396661844,3.7406311509986154e-06,4.954211751950766e-07,4.954211751950766e-07,4.954211751950766e-07,3.740532065908599e-06,-4.2730263771773025e-12,4.2730263771773025e-12,3.740532065908599e-06,-4.2730263771773025e-12,4.2730263771773025e-12,3.740532065908599e-06,-4.2730263771773025e-12,4.2730263771773025e-12,3.740532065908599e-06,-4.2730263771773025e-12,4.2730263771773025e-12
101,2.5311176677463085,3.77656554506005e-06,4.954716064098363e-07,4.954716064098363e-07,4.954716064098363e-07,3.776466449876008e-06,-4.311662138434258e-12,4.311662138434258e-12,3.776466449876008e-06,-4.311662138434258e-12,4.311662138434258e-12,3.776466449876008e-06,-4.311662138434258e-12,4.311662138434258e-12,3.776466449876008e-06,-4.311662138434258e-12,4.311662138434258e-12
102,2.5309381007497476,3.812478954305095e-06,4.955212702384415e-07,4.955212702384415e-07,4.955212702384415e-07,3.8123798491750815e-06,-4.377387341492067e-12,4.377387341492067e-12,3.8123798491750815e-06,-4.377387341492067e-12,4.377387341492067e-12,3.8123798491750815e-06,-4.377387341492067e-12,4.377387341492067e-12,3.8123798491750815e-06,-4.377387341492067e-12,4.377387341492067e-12
103,2.5307586380797664,3.8483714980935895e-06,4.955702332942735e-07,4.955702332942735e-07,4.955702332942735e-07,3.848272383162143e-06,-4.423128530106624e-12,4.423128530106624e-12,3.848272383162143e-06,-4.423128530106624e-12,4.423128530106624e-12,3.848272383162143e-06,-4.423128530106624e-12,4.423128530106624e-12,3.848272383162143e-06,-4.423128530106624e-12,4.423128530106624e-12
104,2.5305792791482458,3.884243294050893e-06,4.956184977977784e-07,4.956184977977784e-07,4.956184977977784e-07,3.8841441694588465e-06,-4.460432023734029e-12,4.460432023734029e-12,3.8841441694588465e-06,-4.460432023734029e-12,4.460432023734029e-12,3.8841441694588465e-06,-4.460432023734029e-12,4.460432023734029e-12,3.8841441694588465e-06,-4.460432023734029e-12,4.460432023734029e-12
105,2.530400023375517,3.920094458110453e-06,4.956660664134915e-07,4.956660664134915e-07,4.956660664134915e-07,3.919995323995559e-06,-4.505729123138735e-12,4.505729123138735e-12,3.919995323995559e-06,-4.505729123138735e-12,4.505729123138735e-12,3.919995323995559e-06,-4.505729123138735e-12,4.505729123138735e-12,3.919995323995559e-06,-4.505729123138735e-12,4.505729123138735e-12
106,2.530220870190218,3.955925104553743e-06,4.957129835503338e-07,4.957129835503338e-07,4.957129835503338e-07,3.9558259610503755e-06,-4.530154029680489e-12,4.530154029680489e-12,3.9558259610503755e-06,-4.530154029680489e-12,4.530154029680489e-12,3.9558259610503755e-06,-4.530154029680489e-12,4.530154029680489e-12,3.9558259610503755e-06,-4.530154029680489e-12,4.530154029680489e-12
107,2.530041819028981,3.991735346049615e-06,4.957592287802015e-07,4.957592287802015e-07,4.957592287802015e-07,3.9916361932889834e-06,-4.574562950665495e-12,4.574562950665495e-12,3.9916361932889834e-06,-4.574562950665495e-12,4.574562950665495e-12,3.9916361932889834e-06,-4.574562950665495e-12,4.574562950665495e-12,3.9916361932889834e-06,-4.574562950665495e-12,4.574562950665495e-12
108,2.5298628693363816,4.027525293692063e-06,4.9580483851841e-07,4.9580483851841e-07,4.9580483851841e-07,4.0274261318024e-06,-4.6065373737746995e-12,4.6065373737746995e-12,4.0274261318024e-06,-4.6065373737746995e-12,4.6065373737746995e-12,4.0274261318024e-06,-4.6065373737746995e-12,4.6065373737746995e-12,4.0274261318024e-06,-4.6065373737746995e-12,4.6065373737746995e-12
109,2.5296840205646474,4.063295057036389e-06,4.958498278639922e-07,4.958498278639922e-07,4.958498278639922e-07,4.063195886142784e-06,-4.638955886093754e-12,4.638955886093754e-12,4.063195886142784e-06,-4.638955886093754e-12,4.638955886093754e-12,4.063195886142784e-06,-4.638955886093754e-12,4.638955886093754e-12,4.063195886142784e-06,-4.638955886093754e-12,4.638955886093754e-12
110,2.529505272173521,4.099044744135119e-06,4.958941959287699e-07,4.958941959287699e-07,4.958941959287699e-07,4.09894556436007e-06,-4.67892391498026e-12,4.67892391498026e-12,4.09894556436007e-06,-4.67892391498026e-12,4.67892391498026e-12,4.09894556436007e-06,-4.67892391498026e-12,4.67892391498026e-12,4.09894556436007e-06,-4.67892391498026e-12,4.67892391498026e-12
111,2.5293266236301246,4.134774461571797e-06,4.959379800162367e-07,4.959379800162367e-07,4.959379800162367e-07,4.134675273034923e-06,-4.701128375472763e-12,4.701128375472763e-12,4.134675273034923e-06,-4.701128375472763e-12,4.701128375472763e-12,4.134675273034923e-06,-4.701128375472763e-12,4.701128375472763e-12,4.134675273034923e-06,-4.701128375472763e-12,4.701128375472763e-12
112,2.5291480744086945,4.170484314494463e-06,4.959811654714485e-07,4.959811654714485e-07,4.959811654714485e-07,4.170385117312685e-06,-4.742428671988819e-12,4.742428671988819e-12,4.170385117312685e-06,-4.742428671988819e-12,4.742428671988819e-12,4.170385117312685e-06,-4.742428671988819e-12,4.742428671988819e-12,4.170385117312685e-06,-4.742428671988819e-12,4.742428671988819e-12
113,2.5289696239905504,4.206174406647803e-06,4.960237860451855e-07,4.960237860451855e-07,4.960237860451855e-07,4.2060752009355065e-06,-4.772182649048773e-12,4.772182649048773e-12,4.2060752009355065e-06,-4.772182649048773e-12,4.772182649048773e-12,4.2060752009355065e-06,-4.772182649048773e-12,4.772182649048773e-12,4.2060752009355065e-06,-4.772182649048773e-12,4.772182649048773e-12
114,2.5287912718638372,4.241844840403918e-06,4.960658528396777e-07,4.960658528396777e-07,4.960658528396777e-07,4.241745626272822e-06,-4.798828001639777e-12,4.798828001639777e-12,4.241745626272822e-06,-4.798828001639777e-12,4.798828001639777e-12,4.241745626272822e-06,-4.798828001639777e-12,4.798828001639777e-12,4.241745626272822e-06,-4.798828001639777e-12,4.798828001639777e-12
115,2.528613017523405,4.277495716792971e-06,4.96107369407639e-07,4.96107369407639e-07,4.96107369407639e-07,4.277396494352553e-06,-4.832578781588381e-12,4.832578781588381e-12,4.277396494352553e-06,-4.832578781588381e-12,4.832578781588381e-12,4.277396494352553e-06,-4.832578781588381e-12,4.832578781588381e-12,4.277396494352553e-06,-4.832578781588381e-12,4.832578781588381e-12
116,2.528434860470703,4.313127135532139e-06,4.961483641707787e-07,4.961483641707787e-07,4.961483641707787e-07,4.3130279048894266e-06,-4.850342349982384e-12,4.850342349982384e-12,4.3130279048894266e-06,-4.850342349982384e-12,4.850342349982384e-12,4.3130279048894266e-06,-4.850342349982384e-12,4.850342349982384e-12,4.3130279048894266e-06,-4.850342349982384e-12,4.850342349982384e-12
117,2.5282568002135495,4.348739195054152e-06,4.9618881847735e-07,4.9618881847735e-07,4.9618881847735e-07,4.348639956313869e-06,-4.881428594671888e-12,4.881428594671888e-12,4.348639956313869e-06,-4.881428594671888e-12,4.881428594671888e-12,4.348639956313869e-06,-4.881428594671888e-12,4.881428594671888e-12,4.348639956313869e-06,-4.881428594671888e-12,4.881428594671888e-12
